BranchesFrom,Vessel,VesselType,VesselSubType,BodyPart,BodySubPart,PortalSystem,FTU,Sex,Anastomoses,ArteryVeinConnects,ArteryVeinPair,ForBranchesSee,VirtualVessel,BranchSequence,SpatialReferenceObjectFemale,SpatialReferenceObjectMale,CoordX,CoordY,ReferenceURL,Reference,ReferenceDOI,VesselTypeID,VesselSubTypeID,BodyPartID,BodySubPartID,FTULabel,FTUID,UBERON,FMA,UBERONLabel,FMALabel,ASLabel,ASID,OtherUberonFmaNameList,TerminologiaAnatomica,OtherVesselNameList,VesselBaseName,FullVesselNameList,HasBranches,VirtualVesselOfList,VirtualVesselOfCount,VirtualInstances,VirtualPath,PathFromHeart,PathFromHeartWithIDs
azygos vein,superior intercostal vein,vein,,thoracic wall,,,,,,,,,1,999,,,,,https://en.wikipedia.org/wiki/Superior_intercostal_vein,https://en.wikipedia.org/wiki/Superior_intercostal_vein,,UBERON:0001638,,UBERON:0016403,,,,UBERON:0012194,,superior intercostal vein,,superior intercostal vein,UBERON:0012194,,,,superior intercostal vein,superior intercostal vein,0,left superior intercostal vein;right superior intercostal vein,2,2,left superior intercostal vein;right superior intercostal vein,right atrium;superior vena cava;azygos vein;superior intercostal vein,right atrium;right cardiac atrium;UBERON:0002078;superior vena cava;anterior vena cava;UBERON:0001585;azygos vein;azygos vein;UBERON:0001594;superior intercostal vein;superior intercostal vein;UBERON:0012194
azygos vein,superior phrenic vein,vein,,diaphragm,,,,,,,superior phrenic artery,,0,12,,,,,https://en.wikipedia.org/wiki/Superior_phrenic_vein,https://en.wikipedia.org/wiki/Superior_phrenic_vein,,UBERON:0001638,,UBERON:0001103,,,,UBERON:0012237,fma78121,superior phrenic vein,Superior phrenic vein,superior phrenic vein,UBERON:0012237,,,,superior phrenic vein,superior phrenic vein,0,,0,1,,right atrium;superior vena cava;azygos vein;superior phrenic vein,right atrium;right cardiac atrium;UBERON:0002078;superior vena cava;anterior vena cava;UBERON:0001585;azygos vein;azygos vein;UBERON:0001594;superior phrenic vein;superior phrenic vein;UBERON:0012237
superior vena cava,brachiocephalic vein,vein,,thoracic cavity,,,,,,,brachiocephalic artery,,1,999,,VH_M_brachiocephalic_vein,-30,90,https://en.wikipedia.org/wiki/Brachiocephalic_vein,https://en.wikipedia.org/wiki/Brachiocephalic_vein,,UBERON:0001638,,UBERON:0002224,,,,UBERON:0003711,fma4723,brachiocephalic vein,Brachiocephalic vein,brachiocephalic vein,UBERON:0003711,brachiocephalic venous tree;innominate vein,Brachiocephalic vein,,brachiocephalic vein,brachiocephalic vein;brachiocephalic venous tree;innominate vein,1,left brachiocephalic vein;right brachiocephalic vein,2,2,left brachiocephalic vein;right brachiocephalic vein,right atrium;superior vena cava;brachiocephalic vein,right atrium;right cardiac atrium;UBERON:0002078;superior vena cava;anterior vena cava;UBERON:0001585;brachiocephalic vein;brachiocephalic vein;UBERON:0003711
brachiocephalic vein,inferior thyroid vein,vein,,thyroid gland,,,,,,,inferior thyroid artery,,0,3,,,,,https://en.wikipedia.org/wiki/Inferior_thyroid_veins,https://en.wikipedia.org/wiki/Inferior_thyroid_veins,,UBERON:0001638,,UBERON:0002046,,,,UBERON:0007156,fma4728,inferior thyroid vein,Inferior thyroid vein,inferior thyroid vein,UBERON:0007156,inferior thyroid venous tree;vena thyroidea inferioris,Inferior thyroid vein,,inferior thyroid vein,inferior thyroid vein;inferior thyroid venous tree;vena thyroidea inferioris,1,,0,2,left brachiocephalic vein;right brachiocephalic vein,right atrium;superior vena cava;brachiocephalic vein;inferior thyroid vein,right atrium;right cardiac atrium;UBERON:0002078;superior vena cava;anterior vena cava;UBERON:0001585;brachiocephalic vein;brachiocephalic vein;UBERON:0003711;inferior thyroid vein;inferior thyroid vein;UBERON:0007156
inferior thyroid vein,esophageal vein #2,vein,,esophagus,,,,,,,esophageal artery,,0,999,,,,,https://en.wikipedia.org/wiki/Inferior_thyroid_veins,https://en.wikipedia.org/wiki/Inferior_thyroid_veins,,UBERON:0001638,,UBERON:0001043,,,,,fma4748,,Esophageal vein,Esophageal vein,fma4748,Oesophageal vein,,,esophageal vein,esophageal vein;Oesophageal vein,0,,0,2,left brachiocephalic vein;right brachiocephalic vein,right atrium;superior vena cava;brachiocephalic vein;inferior thyroid vein;esophageal vein #2,right atrium;right cardiac atrium;UBERON:0002078;superior vena cava;anterior vena cava;UBERON:0001585;brachiocephalic vein;brachiocephalic vein;UBERON:0003711;inferior thyroid vein;inferior thyroid vein;UBERON:0007156;esophageal vein #2;Esophageal vein;fma4748
inferior thyroid vein,inferior laryngeal vein,vein,,larynx,,,,,,,inferior laryngeal artery,,0,1,,,,,https://teachmeanatomy.info/neck/viscera/larynx/organ/,https://teachmeanatomy.info/neck/viscera/larynx/organ/,,UBERON:0001638,,UBERON:0001737,,,,,fma50800,,Inferior laryngeal vein,Inferior laryngeal vein,fma50800,,Inferior laryngeal vein,,inferior laryngeal vein,inferior laryngeal vein,0,,0,2,left brachiocephalic vein;right brachiocephalic vein,right atrium;superior vena cava;brachiocephalic vein;inferior thyroid vein;inferior laryngeal vein,right atrium;right cardiac atrium;UBERON:0002078;superior vena cava;anterior vena cava;UBERON:0001585;brachiocephalic vein;brachiocephalic vein;UBERON:0003711;inferior thyroid vein;inferior thyroid vein;UBERON:0007156;inferior laryngeal vein;Inferior laryngeal vein;fma50800
inferior thyroid vein,jugular venous arch #2,vein,,neck,,,,,,,,,0,999,,,,,https://en.wikipedia.org/wiki/Jugular_venous_arch,https://en.wikipedia.org/wiki/Jugular_venous_arch,,UBERON:0001638,,UBERON:0000974,,,,,fma50855,,Jugular venous arch,Jugular venous arch,fma50855,Jugular arch,Jugular venous arch,,jugular venous arch,Jugular arch;jugular venous arch,0,,0,2,left brachiocephalic vein;right brachiocephalic vein,right atrium;superior vena cava;brachiocephalic vein;inferior thyroid vein;jugular venous arch #2,right atrium;right cardiac atrium;UBERON:0002078;superior vena cava;anterior vena cava;UBERON:0001585;brachiocephalic vein;brachiocephalic vein;UBERON:0003711;inferior thyroid vein;inferior thyroid vein;UBERON:0007156;jugular venous arch #2;Jugular venous arch;fma50855
brachiocephalic vein,internal jugular vein,vein,,neck,,,,,,,,,0,6,,,-30,120,https://en.wikipedia.org/wiki/Internal_jugular_vein,https://en.wikipedia.org/wiki/Internal_jugular_vein,,UBERON:0001638,,UBERON:0000974,,,,UBERON:0001586,fma4724,internal jugular vein,Internal jugular vein,internal jugular vein,UBERON:0001586,internal jugular;internal jugular venous tree,Internal jugular vein,,internal jugular vein,internal jugular;internal jugular vein;internal jugular venous tree,1,,0,2,left brachiocephalic vein;right brachiocephalic vein,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein,right atrium;right cardiac atrium;UBERON:0002078;superior vena cava;anterior vena cava;UBERON:0001585;brachiocephalic vein;brachiocephalic vein;UBERON:0003711;internal jugular vein;internal jugular vein;UBERON:0001586
internal jugular vein,common facial vein,vein,,neck,,,,,,,,,0,999,,,,,https://en.wikipedia.org/wiki/Common_facial_vein,https://en.wikipedia.org/wiki/Common_facial_vein,,UBERON:0001638,,UBERON:0000974,,,,,,,,,,,Common facial vein,,common facial vein,common facial vein,1,,0,2,left brachiocephalic vein;right brachiocephalic vein,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;common facial vein,right atrium;right cardiac atrium;UBERON:0002078;superior vena cava;anterior vena cava;UBERON:0001585;brachiocephalic vein;brachiocephalic vein;UBERON:0003711;internal jugular vein;internal jugular vein;UBERON:0001586;common facial vein;;
common facial vein,anterior branch of retromandibular vein,vein,,head,,,,,,,,,0,1,,,,,https://www.kenhub.com/en/library/anatomy/retromandibular-vein,https://www.kenhub.com/en/library/anatomy/retromandibular-vein,,UBERON:0001638,,UBERON:0000033,,,,,,,,,,,,,anterior branch of retromandibular vein,anterior branch of retromandibular vein,1,,0,2,left brachiocephalic vein;right brachiocephalic vein,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;common facial vein;anterior branch of retromandibular vein,right atrium;right cardiac atrium;UBERON:0002078;superior vena cava;anterior vena cava;UBERON:0001585;brachiocephalic vein;brachiocephalic vein;UBERON:0003711;internal jugular vein;internal jugular vein;UBERON:0001586;common facial vein;;;anterior branch of retromandibular vein;;
anterior branch of retromandibular vein,retromandibular vein,vein,,head,,,,,,,,,0,1,,,,,https://en.wikipedia.org/wiki/Retromandibular_vein,https://en.wikipedia.org/wiki/Retromandibular_vein,,UBERON:0001638,,UBERON:0000033,,,,UBERON:0001656,fma50928,retromandibular vein,Retromandibular vein,retromandibular vein,UBERON:0001656,posterior facial vein,Retromandibular vein,,retromandibular vein,posterior facial vein;retromandibular vein,1,,0,2,left brachiocephalic vein;right brachiocephalic vein,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;common facial vein;anterior branch of retromandibular vein;retromandibular vein,right atrium;right cardiac atrium;UBERON:0002078;superior vena cava;anterior vena cava;UBERON:0001585;brachiocephalic vein;brachiocephalic vein;UBERON:0003711;internal jugular vein;internal jugular vein;UBERON:0001586;common facial vein;;;anterior branch of retromandibular vein;;;retromandibular vein;retromandibular vein;UBERON:0001656
retromandibular vein,maxillary vein,vein,,face,,,,,,,maxillary artery,,0,2,,,,,https://en.wikipedia.org/wiki/Maxillary_veins,https://en.wikipedia.org/wiki/Maxillary_veins,,UBERON:0001638,,UBERON:0001456,,,,UBERON:0001660,fma50941,maxillary vein,Maxillary vein,maxillary vein,UBERON:0001660,,Maxillary veins,,maxillary vein,maxillary vein;Maxillary veins,1,,0,2,left brachiocephalic vein;right brachiocephalic vein,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;common facial vein;anterior branch of retromandibular vein;retromandibular vein;maxillary vein,right atrium;right cardiac atrium;UBERON:0002078;superior vena cava;anterior vena cava;UBERON:0001585;brachiocephalic vein;brachiocephalic vein;UBERON:0003711;internal jugular vein;internal jugular vein;UBERON:0001586;common facial vein;;;anterior branch of retromandibular vein;;;retromandibular vein;retromandibular vein;UBERON:0001656;maxillary vein;maxillary vein;UBERON:0001660
maxillary vein,pterygoid venous plexus,vein,,face,,,,,,,,,0,1,,,,,https://en.wikipedia.org/wiki/Pterygoid_plexus,https://en.wikipedia.org/wiki/Pterygoid_plexus,,UBERON:0001638,,UBERON:0001456,,,,UBERON:0014685,fma50944,pterygoid plexus,Pterygoid plexus,pterygoid plexus,UBERON:0014685,plexus venosus pterygoideus;pterygoid venous plexus,Pterygoid venous plexus,,pterygoid venous plexus,plexus venosus pterygoideus;pterygoid plexus;pterygoid venous plexus,1,,0,2,left brachiocephalic vein;right brachiocephalic vein,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;common facial vein;anterior branch of retromandibular vein;retromandibular vein;maxillary vein;pterygoid venous plexus,right atrium;right cardiac atrium;UBERON:0002078;superior vena cava;anterior vena cava;UBERON:0001585;brachiocephalic vein;brachiocephalic vein;UBERON:0003711;internal jugular vein;internal jugular vein;UBERON:0001586;common facial vein;;;anterior branch of retromandibular vein;;;retromandibular vein;retromandibular vein;UBERON:0001656;maxillary vein;maxillary vein;UBERON:0001660;pterygoid venous plexus;pterygoid plexus;UBERON:0014685
pterygoid venous plexus,deep temporal vein,vein,,head,,,,,,,,,0,999,,,,,https://www.healthline.com/human-body-maps/deep-temporal-veins#1,https://www.healthline.com/human-body-maps/deep-temporal-veins#1,,UBERON:0001638,,UBERON:0000033,,,,UBERON:0001661,fma50954,deep temporal vein,Deep temporal vein,deep temporal vein,UBERON:0001661,,Deep temporal veins,,deep temporal vein,deep temporal vein;Deep temporal veins,0,,0,2,left brachiocephalic vein;right brachiocephalic vein,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;common facial vein;anterior branch of retromandibular vein;retromandibular vein;maxillary vein;pterygoid venous plexus;deep temporal vein,right atrium;right cardiac atrium;UBERON:0002078;superior vena cava;anterior vena cava;UBERON:0001585;brachiocephalic vein;brachiocephalic vein;UBERON:0003711;internal jugular vein;internal jugular vein;UBERON:0001586;common facial vein;;;anterior branch of retromandibular vein;;;retromandibular vein;retromandibular vein;UBERON:0001656;maxillary vein;maxillary vein;UBERON:0001660;pterygoid venous plexus;pterygoid plexus;UBERON:0014685;deep temporal vein;deep temporal vein;UBERON:0001661
pterygoid venous plexus,infraorbital vein,vein,,face,,,,,,,infraorbital artery,,0,999,,,,,https://en.wikipedia.org/wiki/Infraorbital_vein,https://en.wikipedia.org/wiki/Infraorbital_vein,,UBERON:0001638,,UBERON:0001456,,,,,,,,,,,,,infraorbital vein,infraorbital vein,0,,0,2,left brachiocephalic vein;right brachiocephalic vein,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;common facial vein;anterior branch of retromandibular vein;retromandibular vein;maxillary vein;pterygoid venous plexus;infraorbital vein,right atrium;right cardiac atrium;UBERON:0002078;superior vena cava;anterior vena cava;UBERON:0001585;brachiocephalic vein;brachiocephalic vein;UBERON:0003711;internal jugular vein;internal jugular vein;UBERON:0001586;common facial vein;;;anterior branch of retromandibular vein;;;retromandibular vein;retromandibular vein;UBERON:0001656;maxillary vein;maxillary vein;UBERON:0001660;pterygoid venous plexus;pterygoid plexus;UBERON:0014685;infraorbital vein;;
retromandibular vein,middle temporal vein,vein,,head,,,,,,,middle temporal artery,,0,1,,,,,http://purl.obolibrary.org/obo/UBERON_0001658,http://purl.obolibrary.org/obo/UBERON_0001658,,UBERON:0001638,,UBERON:0000033,,,,UBERON:0001658,fma50935,middle temporal vein,Middle temporal vein,middle temporal vein,UBERON:0001658,,Middle temporal vein,,middle temporal vein,middle temporal vein,0,,0,2,left brachiocephalic vein;right brachiocephalic vein,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;common facial vein;anterior branch of retromandibular vein;retromandibular vein;middle temporal vein,right atrium;right cardiac atrium;UBERON:0002078;superior vena cava;anterior vena cava;UBERON:0001585;brachiocephalic vein;brachiocephalic vein;UBERON:0003711;internal jugular vein;internal jugular vein;UBERON:0001586;common facial vein;;;anterior branch of retromandibular vein;;;retromandibular vein;retromandibular vein;UBERON:0001656;middle temporal vein;middle temporal vein;UBERON:0001658
retromandibular vein,superficial temporal vein,vein,,head,,,,,,,superficial temporal artery,,0,3,,,,,https://en.wikipedia.org/wiki/Superficial_temporal_vein,https://en.wikipedia.org/wiki/Superficial_temporal_vein,,UBERON:0001638,,UBERON:0000033,,,,UBERON:0001657,fma50932,superficial temporal vein,Superficial temporal vein,superficial temporal vein,UBERON:0001657,,Superficial temporal veins,,superficial temporal vein,superficial temporal vein;Superficial temporal veins,1,,0,2,left brachiocephalic vein;right brachiocephalic vein,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;common facial vein;anterior branch of retromandibular vein;retromandibular vein;superficial temporal vein,right atrium;right cardiac atrium;UBERON:0002078;superior vena cava;anterior vena cava;UBERON:0001585;brachiocephalic vein;brachiocephalic vein;UBERON:0003711;internal jugular vein;internal jugular vein;UBERON:0001586;common facial vein;;;anterior branch of retromandibular vein;;;retromandibular vein;retromandibular vein;UBERON:0001656;superficial temporal vein;superficial temporal vein;UBERON:0001657
superficial temporal vein,transverse facial vein,vein,,face,,,,,facial vein,,transverse facial artery,,0,1,,,,,https://medical-dictionary.thefreedictionary.com/transverse+facial+vein,https://medical-dictionary.thefreedictionary.com/transverse+facial+vein,,UBERON:0001638,,UBERON:0001456,,,,UBERON:0001659,fma50938,transverse facial vein,Transverse facial vein,transverse facial vein,UBERON:0001659,,Transverse facial vein,,transverse facial vein,transverse facial vein,0,,0,2,left brachiocephalic vein;right brachiocephalic vein,right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;common facial vein;anterior branch of retromandibular vein;retromandibular vein;superficial temporal vein;transverse facial vein,right atrium;right cardiac atrium;UBERON:0002078;superior vena cava;anterior vena cava;UBERON:0001585;brachiocephalic vein;brachiocephalic vein;UBERON:0003711;internal jugular vein;internal jugular vein;UBERON:0001586;common facial vein;;;anterior branch of retromandibular vein;;;retromandibular vein;retromandibular vein;UBERON:0001656;superficial temporal vein;superficial temporal vein;UBERON:0001657;transverse facial vein;transverse facial vein;UBERON:0001659
